Description,Status,Related Records,Submittal Type,Unnamed: 6,lon,lat,record_date,original_lon,original_lat,mapping_distance_meters,mapped_to_sales_idx
AC REPLACEMENT LIKE FOR LIKE (SPLIT SYSTEM),Closed-CC Issued,0,ePlan,,-81.90296514007737,26.560578170204227,2023-07-01,-81.902994904845,26.56076539464,21.103562435509048,22367
Remove Existing Tile Roofing / Replace with Tile Roofing 2 Ply underlayment system,Closed-CC Issued,0,ePlan,,-81.91579949420776,26.522736451673072,2022-12-01,-81.915985854451,26.522771246487,21.104116924538275,3277
"New construction of swimming pool, spa and paver deck",Closed-CC Issued,1,ePlan,,-81.90265835081537,26.49541350488257,2022-08-01,-81.902473944578,26.495369458159,21.105571610866992,8737
REPLACE EXISTING 10 WINDOWS SIZE FOR SIZE,Closed-CC Issued,0,ePlan,,-81.90265835081537,26.49541350488257,2022-08-01,-81.902473944578,26.495369458159,21.105571610866992,8737
"Installing 3 Mot Rd Screens *Inspections Done By Private Provider â Innovative Construction Inspection, Inc*",Closed-CC Issued,0,ePlan,,-81.90265835081537,26.49541350488257,2022-09-01,-81.902473944578,26.495369458159,21.105571610866992,8737
Install Pool Screen Enclosure,Closed-CO Issued,1,ePlan,,-81.90265835081537,26.49541350488257,2022-09-01,-81.902473944578,26.495369458159,21.105571610866992,8737
Remove existing metal roof. Install new underlayment and metal roofing.,Closed-CC Issued,0,ePlan,,-81.94872977584917,26.518241002845183,2023-03-01,-81.948540183246,26.518242748127,21.106342804444616,15176
Removal and reinstall rooftop PV solar panel system with wiring. *Inspections Done By Private Provider â Inspected.com*,Permit Expired,0,ePlan,,-81.94872977584917,26.518241002845183,2023-04-01,-81.948540183246,26.518242748127,21.106342804444616,15176
Remove & Replace Size for Size 7 Windows with Impact Product,Closed-CC Issued,0,ePlan,,-81.91263191866094,26.53337172952406,2023-08-01,-81.912821389377,26.533378843589,21.106742335404213,10034
Repaired bent riser and changed meter can,Closed-Withdrawn,0,ePlan,,-81.89150882468124,26.59078130461466,2023-01-01,-81.891596489049,26.590613180396,21.10704531718909,30002
***CLOSED/WITHDRAWN***4'H Aluminum Pool Fence w/ Gates,Closed-Withdrawn,0,ePlan,,-81.88694529601457,26.57964346546092,2023-04-01,-81.886990113792,26.579459217265,21.108582489247635,24059
Demolish and haul away Hurricane Ian damaged mobile home,Closed-CC Issued,0,ePlan,,-81.96783166121574,26.51380677650925,2023-02-01,-81.96801893055,26.513836732326,21.111847395153102,37251
4 TON 14 SEER SPLIT SYSTEM,Closed-CC Issued,0,ePlan,,-81.95160362308347,26.504696557102346,2022-10-01,-81.951450835948,26.504808910706,21.11187278455987,5642
"Like-for-Like Replacement,  Damaged by Hurricane Ian4 ton condenser only 16 seer",Closed-CC Issued,0,ePlan,,-81.95160362308347,26.504696557102346,2022-11-01,-81.951450835948,26.504808910706,21.11187278455987,5642
"like for like hurricane repairs install insulation, drywall, trim and paint *Inspections Done By Private Provider â Universal Engineering*",Closed-CC Issued,0,ePlan,,-81.95160362308347,26.504696557102346,2022-11-01,-81.951450835948,26.504808910706,21.11187278455987,5642
"like for like hurricane repairs install insulation, drywall, trim, and paint *Inspections Done By Private Provider â Universal Engineering*",Closed-CC Issued,0,ePlan,,-81.95160362308347,26.504696557102346,2022-11-01,-81.951450835948,26.504808910706,21.11187278455987,5642
"Like-for-Like Replacement,  Damaged by Hurricane Ian4 TON 15 SEER SPLIT SYSTEM",Closed-CC Issued,0,ePlan,,-81.95160362308347,26.504696557102346,2022-11-01,-81.951450835948,26.504808910706,21.11187278455987,5642
Remove existing tile roof and replace with new tile roof,Closed-CC Issued,0,ePlan,,-81.95160362308347,26.504696557102346,2022-11-01,-81.951450835948,26.504808910706,21.11187278455987,5642
"Like-for-Like Replacement,        3-ton condenser only (15 SEER) SPLIT SYSTEM 10KW $5841.00",Waiting on Applicant,0,ePlan,,-81.95160362308347,26.504696557102346,2023-01-01,-81.951450835948,26.504808910706,21.11187278455987,5642
"Like-for-Like Replacement,        3-ton condenser only (15 SEER) SPLIT SYSTEM 10KW $5841.00",Waiting on Applicant,0,ePlan,,-81.95160362308347,26.504696557102346,2023-01-01,-81.951450835948,26.504808910706,21.11187278455987,5642
re roof metal,Closed-CC Issued,0,ePlan,,-81.88633876092649,26.5638341683068,2023-02-01,-81.886278093292,26.564013857082,21.112276849882416,23155
Interior Remodel,Closed-CC Issued,0,ePlan,,-81.90694862924707,26.56744466050019,2023-01-01,-81.907109945743,26.567344930095,21.1124376108297,21462
"4' DRYWALL, INSULATION, INTERIOR DOORS, CABINETS, REPIPE/PLUMBING, ELECTRIC OUTLETS",Closed-CC Issued,0,Paper Submittal,,-81.99462771427727,26.516108409783914,2023-05-01,-81.994668557954,26.516293634489,21.11455986781425,37632
Replace main electrical panel like for like and reground to current code,Closed-CC Issued,0,ePlan,,-81.89005376333586,26.540291489040893,2023-07-01,-81.890052359572,26.540101811102,21.115526397953893,17931
AC CHANGEOUT 3 TON SPLIT SYSTEM LIKE FOR LIKE,Closed-CC Issued,0,ePlan,,-81.93994357581313,26.51062812716869,2023-07-01,-81.940067148517,26.510772055829,21.117281471572234,9714
reroof shingle,Closed-CC Issued,0,ePlan,,-81.91076848775518,26.562504328405826,2023-03-01,-81.91066396582,26.562662639033,21.117697293675718,21708
INSTALL A NEW SHINGLE ROOF & ROLLED MODIFIED FLAT ROOF.,Closed-CC Issued,0,ePlan,,-81.88559854653325,26.57373966798153,2022-07-01,-81.885663568089,26.573561452567,21.11812187265374,24024
Like For Like A/C Change-out,Closed-CC Issued,0,ePlan,,-81.88559854653325,26.57373966798153,2022-08-01,-81.885663568089,26.573561452567,21.11812187265374,24024
SPLIT A/C CHANGE OUT LIKE FOR LIKE,Closed-CC Issued,0,ePlan,,-81.91821984340277,26.53412925226925,2022-10-01,-81.918309697487,26.534296329718,21.118149348232325,9992
Shingle roof off and shingle roof on,Closed-CC Issued,0,ePlan,,-81.88222844081035,26.573898947559897,2022-11-01,-81.88240548784,26.573830789844,21.118881254814028,24192
ADDING ELECTRICAL: 3 FANS TO CELING AND 2 OUTLETS: 20 AMPS/110 VOLTS,Closed-Revision Approved,1,ePlan,,-81.89668043545588,26.5006786185766,2021-07-01,-81.896664756598,26.50086769134,21.119823456043395,4671
"Installing 16 Accordions FL1850.3 ***INSPECTIONS DONE BY PRIVATE PROVIDER-INNOVATIVE CONSTRUCTION INSPECTION, INC***",Permit Expired,0,ePlan,,-81.90282383281215,26.50298266520371,2022-07-01,-81.90264537553,26.503047086647,21.120641217612718,13598
"Remove old AC unit, Install new AC unit. Like for Like",Closed-CC Issued,0,ePlan,,-81.88093429124602,26.53828562641481,2022-12-01,-81.880922985388,26.538096214494,21.122863129882514,10186
Re-roof,Closed-CC Issued,0,ePlan,,-81.89409360936156,26.58084771665765,2022-11-01,-81.894138433521,26.580663327062,21.124045260368856,25434
A/C CHANGE OUT 4 TON 14 SEER 8 KW,Closed-CC Issued,0,ePlan,,-81.96354040552137,26.49729981843901,2022-10-01,-81.963446975664,26.497464997218,21.125347267453787,35963
Replace 3 sliding glass doors size for size with impact,Closed-CC Issued,0,ePlan,,-81.96354040552137,26.49729981843901,2023-01-01,-81.963446975664,26.497464997218,21.125347267453787,35963
Re-Roof,Closed-CC Issued,0,ePlan,,-81.93887746608537,26.51433842217305,2022-12-01,-81.938749001348,26.51419874144,21.12556098153819,9804
Install solar pool heat use existing solar controller,Closed-CC Issued,0,ePlan,,-81.93887746608537,26.51433842217305,2023-02-01,-81.938749001348,26.51419874144,21.12556098153819,9804
Shingle Re-Roof,Closed-CC Issued,0,ePlan,,-81.9115260673447,26.56004396986678,2022-10-01,-81.911563306281,26.55985788137,21.126080427343382,21915
"Replacing 1 window and 3 SGDs, size for size",Closed-CC Issued,0,ePlan,,-81.92386137041065,26.537412952808868,2022-11-01,-81.923777106241,26.537583001803,21.126503840445707,15954
REROOF SHINGLE TO SHINGLE,Closed-CC Issued,0,ePlan,,-81.92386137041065,26.537412952808868,2022-12-01,-81.923777106241,26.537583001803,21.126503840445707,15954
Remove and replace single and flat deck roof and underlayment.,Closed-CC Issued,0,ePlan,,-81.89135135752196,26.540610205093607,2023-01-01,-81.891463826303,26.54076307331,21.126740695719988,17951
RE-ROOF TILE TO TILE,Closed-CC Issued,0,ePlan,,-81.90398370143296,26.518049373287955,2022-11-01,-81.904167269589,26.518097583954,21.127801741375784,7307
Installation of photo voltaic solar panels on rooftop,Closed-CC Issued,0,ePlan,,-81.8806700873349,26.543883622230226,2023-05-01,-81.880483555688,26.543848522976,21.129114569815385,9369
Demolition of Hurricane Damaged Pool,Closed-CC Issued,0,Paper Submittal,,-81.9419948540567,26.49903438108868,2023-03-01,-81.942017135153,26.499222874424,21.129164940320617,12383
"Installing 1 Standard Alum Rolldown MOT & Replacing 8 SXS SH Impact Windows *Inspections Done By Private Provider â Innovative Construction Inspection, Inc*",Closed-CC Issued,0,ePlan,,-81.89658595995428,26.50317009534995,2023-02-01,-81.896693241737,26.503013495501,21.131132210633144,13677
Replace meter bank and update grounding,Closed-Withdrawn,0,ePlan,,-81.90132134745693,26.55401739262147,2022-09-01,-81.901176853748,26.553894274638,21.1321807922417,22125
REPLACE ALUMINUM SCREEN ENCLOSURE,Closed-CO Issued,0,ePlan,,-81.94100702183236,26.528540451754605,2022-11-01,-81.940899428177,26.528696907634,21.13756543948163,15539
Replace existing Underground LP Tank and Install Line to Generator,Closed-CC Issued,0,ePlan,,-81.94100702183236,26.528540451754605,2023-05-01,-81.940899428177,26.528696907634,21.13756543948163,15539
Install Generator and QTY 2 - transfer switchs,Permit Expired,0,ePlan,,-81.94100702183236,26.528540451754605,2023-05-01,-81.940899428177,26.528696907634,21.13756543948163,15539
install 2 roll down storm shutters,Closed-Withdrawn,0,ePlan,,-81.92258296788032,26.542533906315324,2023-02-01,-81.922599824894,26.542344766466,21.13850479759345,19442
Remove existing roof tiles and replace with new 900 Split Slate concrete roof tiles,Closed-CC Issued,0,ePlan,,-81.92258296788032,26.542533906315324,2023-09-01,-81.922599824894,26.542344766466,21.13850479759345,19442
HVAC SAME SIZE CHANGEOUT- 4 TON/ 18 SEER/ SC,Closed-CC Issued,0,ePlan,,-81.90278004755365,26.530776605085705,2023-09-01,-81.902764483669,26.530965865654,21.13960563271185,17225
A/H hanging garage condenser on ground.Like for Like change out,Closed-CC Issued,0,ePlan,,-81.87841830815154,26.54469530771401,2023-09-01,-81.878607891868,26.544684121057,21.141167701793425,9394
Tear Off Reroof Shingle,Closed-CC Issued,0,ePlan,,-81.90144304215887,26.52675251423247,2023-01-01,-81.901262284638,26.526810782174,21.14155090795649,16982
Install (4) roll down shutters with electric,Closed-CC Issued,0,ePlan,,-81.9260331445399,26.54505280650881,2023-04-01,-81.926054474241,26.545241531201,21.14258579869642,19474
AC Change out Same elevation Same location Like for Like replacement,Closed-CC Issued,0,ePlan,,-81.90268467610346,26.49665130636165,2022-09-01,-81.902500818865,26.496603672,21.142747261820908,8848
LIKE FOR LIKE REPLACEMENT- SPLIT SYSTEM,Closed-CC Issued,0,ePlan,,-81.937854274204,26.51125163730512,2022-12-01,-81.938037935943,26.511300047947,21.143540872011148,9826
SHINGLE RE-ROOF,Closed-CC Issued,0,ePlan,,-81.937854274204,26.51125163730512,2023-03-01,-81.938037935943,26.511300047947,21.143540872011148,9826
re roof hurricane ian repair,Closed-CC Issued,0,ePlan,,-81.90324008091517,26.53031795840392,2022-12-01,-81.90308330434,26.530425194417,21.144488099567482,17204
Remove Existing Tile Roofing / Replace with Tile Roofing 2 Ply underlayment system,Closed-CC Issued,0,ePlan,,-81.91579414243233,26.52253695931138,2022-12-01,-81.915982338271,26.52251104868,21.147587443933034,3275
Residential Re-roof,Closed-Withdrawn,0,ePlan,,-81.92964616455583,26.50241046583025,2022-11-01,-81.929812149349,26.502502894434,21.149041760836347,13266
Install 3.5 Ton 14 Seer RunTru Trane Package AC with Electric Heat 10KW,Closed-CC Issued,0,ePlan,,-81.92964616455583,26.50241046583025,2023-03-01,-81.929812149349,26.502502894434,21.149041760836347,13266
Installed a new 2.5 Ton 14 Seer 10 KW Ruud Ac system,Closed-CC Issued,0,ePlan,,-81.91903562529417,26.53288072742568,2022-11-01,-81.918847051889,26.532903951632,21.150592854717672,9169
Shingle Reroof with flat,Closed-CC Issued,0,ePlan,,-81.89101311403775,26.56685238052924,2022-10-01,-81.891190478853,26.566784220716,21.151982839387593,22391
Shingle Roof Replacement,Closed-CC Issued,0,ePlan,,-81.90476404927689,26.522415703553555,2023-02-01,-81.904712736436,26.522598668052,21.153440853036503,14367
replace split system,Closed-CC Issued,0,ePlan,,-81.93998777502442,26.514868187072235,2022-12-01,-81.939799883207,26.514839563876,21.157426139200933,9885
"Installing 1 Standard Aluminum Roll Down Motorized*Inspections Done By Private Provider â Innovative Construction Inspection, Inc*",Closed-CC Issued,0,ePlan,,-81.91917399711474,26.53521253489281,2022-11-01,-81.918989820973,26.535259491213,21.15834122817159,10018
RE ROOFSHINGLE TO METAL 31.9 SQROLL ROOFING TO ROLL ROOFING 2 SQ,Closed-CC Issued,0,ePlan,,-81.96038562145446,26.52145899032752,2022-11-01,-81.960200754823,26.521503177938,21.159064289849326,36739
reroof.,Closed-CC Issued,0,ePlan,,-81.89629502739207,26.577699342795416,2023-01-01,-81.896188260089,26.577856630042,21.16208569888501,24908
replace 2 windows sz4sz with impact,Closed-CC Issued,0,ePlan,,-81.89629502739207,26.577699342795416,2023-05-01,-81.896188260089,26.577856630042,21.16208569888501,24908
Re-roof shingle to metal,Closed-CC Issued,0,ePlan,,-81.88988715656409,26.537729874003265,2022-12-01,-81.889939124818,26.537547011782,21.162307176408174,17089
RE-ROOF SHINGLES AND 4SQ FLATHURRICANE DAMAGE,Closed-CC Issued,0,ePlan,,-81.87872389145622,26.569657397694645,2022-11-01,-81.878905976782,26.569602761729,21.162559916449425,24496
Size for size impact windows and door.,Closed-CC Issued,0,ePlan,,-81.87782046473922,26.519620028092817,2023-02-01,-81.877898975147,26.519446881894,21.16353653273897,3910
"remove existing roof material, replace with 26ga residential metal.",Closed-CC Issued,0,ePlan,,-81.87782046473922,26.519620028092817,2023-03-01,-81.877898975147,26.519446881894,21.16353653273897,3910
Remove Existing Tile Roofing / Replace with Tile Roofing 2 Ply underlayment system,Closed-CC Issued,0,ePlan,,-81.91579146598869,26.52243721326901,2022-12-01,-81.915981166212,26.522424316078,21.166177738848777,3274
LIKE FOR LIKE REPLACEMENT3 TON 15 SEER SPLIT SYSTEM,Closed-CC Issued,0,ePlan,,-81.91579146598869,26.52243721326901,2023-09-01,-81.915981166212,26.522424316078,21.166177738848777,3274
"Install 3.5 ton 16 seer split system w/ 10 KW, like for like",Closed-CC Issued,0,ePlan,,-81.90633281806433,26.523320369406857,2022-08-01,-81.906374902088,26.523505820133,21.169258432427494,14254
7' x 21' concrete patio with footers,Closed-CC Issued,0,ePlan,,-81.88946942465576,26.52994127972472,2023-03-01,-81.889287700841,26.529885132559,21.173066654356077,16697
"Install new 10'L vinyl panels in front of 85lf of failing concrete seawall with (2) 5' returns. Finished elevation to be 1' above existing elevation. New concrete cap to be 16""w X 12""d and will have (4) #5 HDG horizontal rebar and #3 Stirrups. Install Tieback anchors and well points. Import, place and compact clean fill.",Closed-CC Issued,0,ePlan,,-81.92012621733018,26.541499639157216,2023-04-01,-81.920026019473,26.541337952792,21.17483476861716,19377
Install Hurricane Ian Exact Footprint Replacement Pool Enclosure Over Existing Deck With A Screen Roof.,Closed-CC Issued,0,ePlan,,-81.92012621733018,26.541499639157216,2023-09-01,-81.920026019473,26.541337952792,21.17483476861716,19377
Demo,Closed-CC Issued,0,ePlan,,-81.96975562793412,26.494576108848463,2023-03-01,-81.969773332041,26.494386705077,21.17633663826143,35502
HVAC Change Out Split System 3Ton,Closed-CC Issued,0,ePlan,,-81.88609120539043,26.535129701103948,2023-05-01,-81.886280782878,26.535145761752,21.17936306418276,9575
Re-Roof,Closed-CC Issued,0,ePlan,,-81.95850448418284,26.52126894570361,2023-03-01,-81.958324657937,26.521206741488,21.18207629001426,36752
"interior remodel-drywall, paint, trim and floor",Closed-CC Issued,0,ePlan,,-81.94566768487311,26.49868917952122,2023-02-01,-81.945662189905,26.498498977171,21.182159823824502,11427
"- Hurricane remodelÂ - Drywall, insulation, trim/doors, paint",Closed-Voided,0,ePlan,,-81.94566768487311,26.49868917952122,2023-02-01,-81.945662189905,26.498498977171,21.182159823824502,11427
like for like replacement 3.5 ton 16 seer split system,Closed-CC Issued,0,ePlan,,-81.90852573937822,26.51843623391312,2023-04-01,-81.908340832961,26.518391269598,21.18363522838635,5749
INSTALL 3.5 TON 10 KW 15.1 SEER SPLIT REPLACEMENT,Closed-CC Issued,0,ePlan,,-81.90852573937822,26.51843623391312,2023-05-01,-81.908340832961,26.518391269598,21.18363522838635,5749
AC CHANGEOUT 3 TON SPLIT SYSTEM LIKE FOR LIKE AND REPLACING REFRIGERANT LINES THROUGH CEILING CHASE AND THROUGH EXTERIOR WALL.,Closed-CC Issued,0,ePlan,,-81.90852573937822,26.51843623391312,2023-06-01,-81.908340832961,26.518391269598,21.18363522838635,5749
Roof Replacement,Closed-CC Issued,0,ePlan,,-81.90418951728181,26.53036071722637,2023-01-01,-81.904373774648,26.530313060625,21.18648856713465,16349
10'x16' Shed,Closed-CO Issued,0,ePlan,,-81.89199466666064,26.541751209616983,2022-11-01,-81.891806063799,26.541776854041,21.18846173618918,18001
SPLIT SYSTEM REPLACEMENT,Closed-CC Issued,0,ePlan,,-81.89289140666419,26.491764789717,2022-10-01,-81.892924823166,26.491952181125,21.189492948885093,4972
"Window replacement size for size, white, vinyl, impact, low-e, argon gas, Miami - Dade certified single hung windows and french chinchilla glass door.",Closed-CC Issued,0,ePlan,,-81.89289140666419,26.491764789717,2023-02-01,-81.892924823166,26.491952181125,21.189492948885093,4972
Repair electrical meter from hurricane Ian,Permit Expired,0,Paper Submittal,,-81.97074109722949,26.4958761262435,2022-12-01,-81.970829559416,26.495707578586,21.189980951751075,35522
6' WOOD PRIVACY FENCE WITH 2 GATES,Closed-CC Issued,0,ePlan,,-81.89041300366088,26.54104879341104,2023-05-01,-81.890303709111,26.540892921677,21.192151899448582,17982
Shingle Re Roof,Closed-CC Issued,0,ePlan,,-81.89041300366088,26.54104879341104,2023-05-01,-81.890303709111,26.540892921677,21.192151899448582,17982
Remove and Replace Shingle Roof,Closed-CC Issued,0,ePlan,,-81.87841172712788,26.54427235925772,2023-05-01,-81.878601776434,26.544283559388,21.192995551682156,9390
Tile Reroof,Closed-CC Issued,0,ePlan,,-81.91726159240633,26.55827696032709,2023-07-01,-81.917199063758,26.558456778772,21.193090078765913,21097
"Replace 4T Split AC System, like for like",Closed-CC Issued,0,ePlan,,-81.91726159240633,26.55827696032709,2023-08-01,-81.917199063758,26.558456778772,21.193090078765913,21097
Remove existing Shingle roof and replace with new Tile roof. Per customer Roof was originally tile.,Waiting on Applicant,0,ePlan,,-81.89791001337589,26.58072668210434,2022-07-01,-81.898006322539,26.580562444646,21.194520453371553,25703
Retofit existing roof to wall connectors to meet FBC remove and replace whole roof shingle to tile,Permit Expired,0,ePlan,,-81.89791001337589,26.58072668210434,2022-08-01,-81.898006322539,26.580562444646,21.194520453371553,25703
HVAC SAME SIZE CHANGEOUT- 4 TON/ 18 SEER/ SC,Permit Expired,0,ePlan,,-81.9692275841908,26.5092382717078,2023-08-01,-81.969299234576,26.509061871486,21.19493508755308,5936
Roof Replacement Shingle,Closed-CC Issued,0,ePlan,,-81.90201310305854,26.546509037910564,2023-04-01,-81.901905989426,26.546666457841,21.195972515940817,17855
Shingle reroof,Closed-CC Issued,0,ePlan,,-81.89526526480863,26.49468602088721,2023-07-01,-81.895322635966,26.494504458985,21.19650139754686,5090
Shingle + flat reroof,Closed-Withdrawn,0,ePlan,,-81.90491298231589,26.56600428839679,2023-02-01,-81.905072964807,26.566107625616,21.2014129910028,21539
install 175' 6' white vinyl1 walk gate,Closed-CC Issued,0,ePlan,,-81.90491298231589,26.56600428839679,2023-05-01,-81.905072964807,26.566107625616,21.2014129910028,21539
Replace 200A inside panel and updating grounding,Permit Expired,0,ePlan,,-81.90491298231589,26.56600428839679,2023-05-01,-81.905072964807,26.566107625616,21.2014129910028,21539
Metal Re roof,Permit Expired,0,ePlan,,-81.90491298231589,26.56600428839679,2023-05-01,-81.905072964807,26.566107625616,21.2014129910028,21539
Remove Existing Tile Roofing / Replace with Tile Roofing 2 Ply underlayment system,Closed-CC Issued,0,ePlan,,-81.91487341406093,26.521445680151007,2022-12-01,-81.914810406527,26.521265935604,21.20289556485147,2945
Pool/DeckBragg,Closed-CC Issued,0,ePlan,,-81.90083229050549,26.57148347873004,2023-04-01,-81.900645910383,26.571522746266,21.203315762343525,24798
4ft picket fence,Closed-CC Issued,0,ePlan,,-81.90083229050549,26.57148347873004,2023-05-01,-81.900645910383,26.571522746266,21.203315762343525,24798
Install 78 LF of 6' high privacy vinyl fence with no gates.,Closed-CC Issued,0,ePlan,,-81.89603066261394,26.57759672638142,2023-03-01,-81.895939950898,26.577764219707,21.204233343762176,24907
Installation of accordion shutters at 6 openings.,Permit Expired,0,ePlan,,-81.90857493942666,26.520045733383505,2022-07-01,-81.908653713691,26.519872282,21.206611102836504,5430
replace 6 windows and 3 sliding doors with like size,Closed-CC Issued,0,ePlan,,-81.90857493942666,26.520045733383505,2023-01-01,-81.908653713691,26.519872282,21.206611102836504,5430
ac changeout,Closed-CC Issued,0,ePlan,,-81.90857493942666,26.520045733383505,2023-04-01,-81.908653713691,26.519872282,21.206611102836504,5430
4' Open Picket Fence w/ Gates,Closed-CC Issued,0,ePlan,,-81.8926560709829,26.56947717533925,2023-03-01,-81.892466952455,26.569454016216,21.20994031524297,24972
REROOF SHINGLE,Closed-CC Issued,0,ePlan,,-81.90251516422718,26.53077955426926,2023-03-01,-81.902555059212,26.530965865649,21.21034270694608,17224
AC CHANGE OUT1422 N LARKWOOD SQ,Closed-CC Issued,0,ePlan,,-81.90251516422718,26.53077955426926,2023-08-01,-81.902555059212,26.530965865649,21.21034270694608,17224
SET/INSTALL 500GALLON UG LP TANK.,Closed-CC Issued,0,ePlan,,-81.88912858659572,26.580429212844027,2022-10-01,-81.889125471648,26.58023870133,21.21057635910474,25352
"INSTALL/WIRE 200AMP ATS TO SET/SECURE 24KW GENERATOR ONTO 24"" ALUMINUM STAND.",Closed-CC Issued,0,ePlan,,-81.88912858659572,26.580429212844027,2022-10-01,-81.889125471648,26.58023870133,21.21057635910474,25352
Shingle Re-Roof,Closed-CC Issued,0,ePlan,,-81.9079007541037,26.55141763487025,2022-11-01,-81.907854829649,26.551232692779,21.212998722240332,18386
remove and install new A/C equipment such as condenser air handler and disconnect box,Closed-CC Issued,0,ePlan,,-81.91804732151762,26.54911633159852,2023-09-01,-81.918169724048,26.5489702414,21.21653062162901,19063
SHINGLE TO SHINGLE REROOF WITH TEAR OFF,Closed-CC Issued,0,ePlan,,-81.91510496585356,26.516343985714933,2023-02-01,-81.915131649571,26.516155270597,21.21673241011317,7508
AC Replacement Like for Like,Closed-CC Issued,0,ePlan,,-81.90895146660236,26.51693110722879,2022-08-01,-81.909106779742,26.516820595531,21.219532913200275,7077
1 ELECTRIC ROLLDOWN HURRICANE SHUTTER,Closed-CC Issued,0,ePlan,,-81.91302602940506,26.53271516243805,2023-02-01,-81.912845711909,26.532653330325,21.22029294108638,10049
Remove existing tile roof and underlayment. Inspect and Re-Nail Decking. Install Polyglas TU 21-0602.14Boral Roof Tiles 18-0502.03,Closed-CC Issued,0,ePlan,,-81.95036677702328,26.52443489978846,2023-01-01,-81.950292945187,26.524610660988,21.221907492220236,15412
"Reroofing of property, SFR, tile to tile",Closed-CC Issued,0,ePlan,,-81.95036677702328,26.52443489978846,2023-05-01,-81.950292945187,26.524610660988,21.221907492220236,15412
Replace screen enclosure like for like due to Hurricane Ian,Closed-CC Issued,0,ePlan,,-81.95036677702328,26.52443489978846,2023-07-01,-81.950292945187,26.524610660988,21.221907492220236,15412
Replace Split System AC,Closed-CC Issued,0,ePlan,,-81.9573568038764,26.500715928154627,2022-10-01,-81.957260961454,26.500880736018,21.22315194523345,35857
Installation of 3 motorized roll down shutters impact rated and replacement of 5 doors size by size impact rated,Closed-CC Issued,0,ePlan,,-81.9573568038764,26.500715928154627,2023-01-01,-81.957260961454,26.500880736018,21.22315194523345,35857
"Re-roof, tear-off - Tile",Closed-CC Issued,0,ePlan,,-81.9573568038764,26.500715928154627,2023-01-01,-81.957260961454,26.500880736018,21.22315194523345,35857
REPLACE STORM DAMAGED POOL ENCLOSURE - SAME SIZE SAME LOCATION,Closed-CC Issued,0,ePlan,,-81.9573568038764,26.500715928154627,2023-05-01,-81.957260961454,26.500880736018,21.22315194523345,35857
AC change out like for like,Closed-CC Issued,0,ePlan,,-81.90358700535435,26.49340016047853,2023-05-01,-81.903641759575,26.49321753738,21.223683002939367,11151
demolish and haul away the entire hurricane ian damaged mobile home,Closed-CC Issued,0,ePlan,,-81.94019208963351,26.501498401035853,2022-11-01,-81.940110814916,26.501670873773,21.224618354499242,12413
NEW MOBILE HOME REPLACEMENT24X51'9,Closed-CO Issued,1,ePlan,,-81.94019208963351,26.501498401035853,2023-07-01,-81.940110814916,26.501670873773,21.224618354499242,12413
Hurricane Ian damaged pool enclosure replacement,Permit Expired,0,ePlan,,-81.89295253928853,26.505093816752066,2023-02-01,-81.892838570152,26.505246718946,21.229177854109203,8927
RE-ROOF,Closed-CC Issued,0,ePlan,,-81.90882339718132,26.5497607534753,2023-02-01,-81.908969829563,26.549882963062,21.23197388856189,18281
HVAC Change Out Split System 2Ton,Closed-CC Issued,0,ePlan,,-81.90882339718132,26.5497607534753,2023-04-01,-81.908969829563,26.549882963062,21.23197388856189,18281
INSTALL 3.5 TON 10 KW 15 SEER PKG REPLACEMENT,Closed-CC Issued,0,ePlan,,-81.90942498407682,26.56559143118784,2022-08-01,-81.909479171628,26.565408556613,21.232491974957057,21788
"Replace 200A panel, like for like.  Update grounding",Permit Expired,0,ePlan,,-81.9023450652437,26.524021890376964,2022-07-01,-81.902323418294,26.524211393607,21.232685683972157,13967
TEAR OFF & RE-ROOF,Closed-CC Issued,0,ePlan,,-81.9023450652437,26.524021890376964,2023-01-01,-81.902323418294,26.524211393607,21.232685683972157,13967
Roof Replacement,Closed-CC Issued,0,ePlan,,-81.88134979830828,26.569847198977545,2023-06-01,-81.881534022071,26.569797736884,21.23409477246978,24229
Shingle Reroof with flat,Closed-CC Issued,0,ePlan,,-81.89033042235212,26.542765055729223,2022-10-01,-81.890300136456,26.542576726523,21.234162461839034,18060
REPLACE 9 WINDOWS SZ4SZ WITH IMPACT,Closed-CC Issued,0,ePlan,,-81.90894943903147,26.515285000322407,2023-09-01,-81.909129090462,26.51522086952,21.234825090339182,7034
Complete tear-off/ Re-roof,Closed-CC Issued,0,ePlan,,-81.89896199051432,26.550306583038587,2023-02-01,-81.898796347078,26.550211952747,21.236355106324513,17907
Remove existing concrete tile roof and replace with new concrete tile roof,Closed-CC Issued,0,ePlan,,-81.90635322260223,26.51502705219684,2023-01-01,-81.906543270489,26.51501027804,21.23837739958481,7084
Install 118 LF of 6' high wood privacy fence with gates.,Closed-CC Issued,0,ePlan,,-81.90411984557458,26.52737696736133,2023-03-01,-81.904288415245,26.527466430925,21.24417971479187,16364
"Installing 9 Standard Alum RD & 1 Storm Catcher Rolldown Screen MOT *Inspections Done By Private Provider â Innovative Construction Inspection, Inc*",Closed-CC Issued,0,ePlan,,-81.89131553082872,26.51807676318253,2023-06-01,-81.89134643838,26.517888434953,21.245152597471233,1820
